id,combo,source NP,premise,hypothesis,label
714,pri-sub,an unlikely high scorer,2,He is an unlikely high scorer. He is a couch potato.,He is an unlikely couch potato.
716,pri-sub,an honorary technical advisor,2,She is an honorary technical advisor. She is a director.,She is an honorary director.
717,pri-sub,an assumed second name,2,This is an assumed second name. This is a nickname.,This is an assumed nickname.
718,pri-sub,an assumed second name,2,This is an assumed second name. This is a nickname.,This is a second nickname.
719,pri-sub,fraudulent professional courtesies,1,This is fraudulent professional courtesies. This is remarks.,This is professional remarks.
723,pri-sub,a forged diplomatic passport,2,He has a forged diplomatic passport. He has a ID.,He has a diplomatic ID.
725,pri-sub,a phony cheap gimmick,2,This is a phony cheap gimmick. This is a fad.,This is a phony fad.
726,pri-sub,a phony cheap gimmick,2,This is a phony cheap gimmick. This is an invisible door.,This is a cheap invisible door.
729,pri-sub,a presumed specific principle,2,This is a presumed specific principle. This is gravity.,This is specific gravity.
731,pri-sub,a substitute long snapper,2,He is a substitute long snapper. He is a player.,He is a long player.
732,pri-sub,a substitute long snapper,2,He is a substitute long snapper. He is a player.,He is a substitute player.
735,pri-sub,the apparent chief suspect,2,This is the apparent chief suspect. This is a thief.,This is a chief thief.
737,pri-sub,an unlikely high scorer,2,He is an unlikely high scorer. He is a winner.,He is a high winner.
738,pri-sub,an unlikely high scorer,2,He is an unlikely high scorer. He is a performer.,He is an unlikely performer.
742,pri-sub,an unlikely long shot,2,He is an unlikely long shot. He is a winner.,He is a long winner.
743,pri-sub,an unlikely long shot,2,He is an unlikely long shot. He is a winner.,He is an unlikely winner.
746,pri-sub,an honorary national chairman,2,He is an honorary national chairman. He is a musician.,He is an honorary musician.
747,pri-sub,an honorary national chairman,2,He is an honorary national chairman. He is a musician.,He is a national musician.
753,pri-sub,a presumed early rebel target,2,He is a presumed early rebel target. He is a man.,He is a presumed man.
755,pri-sub,an unlikely heavy loss,2,This is an unlikely heavy loss. This is a failure.,This is a heavy failure.
756,pri-sub,an unlikely heavy loss,2,This is an unlikely heavy loss. This is a cost.,This is a heavy cost.
757,pri-sub,a predicted average expenditure,2,This is a predicted average expenditure. This is a cost.,This is an average cost.
759,pri-sub,a vice national chief prosecutor,2,He is a vice national chief prosecutor. He is a golfer.,He is a national golfer.
764,pri-sub,The probable maximum loss,2,This is The probable maximum loss. This is the cost.,This is the maximum cost.
768,pri-sub,an experimental alternative energy source,2,This is an experimental alternative energy source. This is a treasure.,This is an alternative treasure.
776,pri-sub,a prior national interest,2,This is a prior national interest. This is a concern.,This is a national concern.
780,pri-sub,a counterfeit fine art print,2,This is a counterfeit fine art print. This is an art masterpiece.,This is a fine art masterpiece.
784,pri-sub,a onetime amateur boxer,2,He is a onetime amateur boxer. He is a father.,He is a onetime father.
785,pri-sub,a onetime amateur boxer,2,He is a onetime amateur boxer. He is a student.,He is a onetime student.
786,pri-sub,a onetime amateur boxer,2,He is a onetime amateur boxer. He is a father.,He is an amateur father.
787,pri-sub,a onetime amateur boxer,2,He is a onetime amateur boxer. He is a student.,He is an amateur student.
788,pri-sub,an unlikely top seller,2,This is an unlikely top seller. This is a book.,This is a top book.
789,pri-sub,an unlikely top seller,2,This is an unlikely top seller. This is an artwork.,This is an top artwork.
790,pri-sub,a supposed low rating,2,This is a supposed low rating. This is a grade.,This is a low grade.
794,pri-sub,a retired federal lawyer,2,He is a retired federal lawyer. He is a father.,He is a federal father.
795,pri-sub,a retired federal lawyer,2,He is a retired federal lawyer. He is a husband.,He is a federal husband.
800,pri-sub,an improbable presidential candidacy,2,This is an improbable presidential candidacy. This is a qualification.,This is a presidential qualification.
801,pri-sub,an improbable presidential candidacy,2,This is an improbable presidential candidacy. This is an eligibility.,This is a presidential eligibility.
804,pri-sub,Al-Qaeda's presumed top financier,2,He is Al-Qaeda's presumed top financier. He is Al-Qaeda's leader.,He is Al-Qaeda's top leader.
809,pri-sub,the previous presidential nominee,2,He is the previous presidential nominee. He is the supporter.,He is the previous supporter.
810,pri-sub,the previous presidential nominee,2,He is the previous presidential nominee. He is the fundraiser.,He is the previous fundraiser.
811,pri-sub,the previous presidential nominee,2,He is the previous presidential nominee. He is the financier.,He is the previous financier.
817,pri-sub,the supposed corrupt federal official,3,He is the supposed corrupt federal official. He is father.,He is supposed father.
818,pri-sub,the supposed corrupt federal official,3,He is the supposed corrupt federal official. He is pianist.,He is supposed pianist.
823,pri-sub,partial late payments,1,These are partial late payments. These are issuance.,These are late issuance.
825,pri-sub,partial late payments,1,These are partial late payments. These are receipt.,These are late receipt.
826,pri-sub,a somewhat disputed eighth championship,3,This is a somewhat disputed eighth championship. This is a title.,This is an eighth title.
830,pri-sub,a next top star,2,She is a next top star. She is an actress.,She is a top actress.
831,pri-sub,A would-be classic baseball game,2,This is A would-be classic baseball game. This is a contest.,This is a classic contest.
833,pri-sub,a presumed strong competitor,2,He is a presumed strong competitor. He is a human.,He is a strong human.
834,pri-sub,a presumed short circuit,2,This is a presumed short circuit. This is a path.,This is a short path.
836,pri-sub,a retired short seller,2,He is a retired short seller. He is a person.,He is a short person.
838,pri-sub,a presumed common origin,2,This is a presumed common origin. This is a source.,This is a common source.
844,pri-sub,a phony moral authority,2,He is a phony moral authority. He is an uncle.,He is a phony uncle.
845,pri-sub,a partial strategic success,2,This is a partial strategic success. This is recognition.,This is partial recognition.
848,pri-sub,a fictitious professional golfer,2,He is a fictitious professional golfer. He is a student.,He is a professional student.
849,pri-sub,a fictitious professional golfer,2,He is a fictitious professional golfer. He is a son.,He is a professional son.
850,pri-sub,a theoretical short list,2,This is a theoretical short list. This is a catalogue.,This is a short catalogue.
851,pri-sub,a theoretical short list,2,This is a theoretical short list. This is a collection.,This is a short collection.
854,pri-sub,a mock serious tone,2,This is a mock serious tone. This is a voice.,This is a serious voice.
855,pri-sub,a mock serious tone,2,This is a mock serious tone. This is an expression.,This is a serious expression.
858,pri-sub,dubious strategic value,1,It has dubious strategic value. It has importance.,It has strategic importance.
859,pri-sub,dubious strategic value,1,It has dubious strategic value. It has benefit.,It has strategic benefit.
862,pri-sub,an assumed average weight,2,This is an assumed average weight. This is a heaviness.,This is an average heaviness.
863,pri-sub,an assumed average weight,2,This is an assumed average weight. This is a mass.,This is an average mass.
876,pri-sub,a would-be scary business,2,This is a would-be scary business. This is asset.,This is scary asset.
879,pri-sub,probable severe punishment,1,This is probable severe punishment. This is confiscation.,This is severe confiscation.
883,pri-sub,counterfeit central processing units,1,These are counterfeit central processing units. These are chips.,These are central chips.
884,pri-sub,counterfeit central processing units,1,These are counterfeit central processing units. These are electronics.,These are central electronics.
885,pri-sub,counterfeit central processing units,1,These are counterfeit central processing units. These are inventions.,These are central inventions.
886,pri-sub,counterfeit central processing units,1,These are counterfeit central processing units. These are products.,These are central products.
891,pri-sub,a seeming similar experience,2,This is a seeming similar experience. This is event.,This is similar event.
896,pri-sub,his honorary assistant coach,2,He is his honorary assistant coach. He is his father.,He is his honorary father.
897,pri-sub,his honorary assistant coach,2,He is his honorary assistant coach. He is his boss.,He is his assistant boss.
900,pri-sub,a retired independent contractor,2,He is a retired independent contractor. He is a driver.,He is a retired driver.
905,pri-sub,its presumed specific principles,2,These are its presumed specific principles. These are theory.,These are specific theory.
907,pri-sub,its presumed specific principles,2,These are its presumed specific principles. These are assumption.,These are specific assumption.
909,pri-sub,an erroneous national intelligence estimate,2,This is an erroneous national intelligence estimate. This is a number.,This is an national number.
915,pri-sub,the apparent chief suspect,2,He is the apparent chief suspect. He is victim.,He is apparent victim.
916,pri-sub,the apparent chief suspect,2,He is the apparent chief suspect. He is policeman.,He is apparent policeman.
917,pri-sub,the apparent chief suspect,2,He is the apparent chief suspect. He is officer.,He is apparent officer.
918,pri-sub,the apparent chief suspect,2,He is the apparent chief suspect. He is staff.,He is apparent staff.
922,pri-sub,counterfeit new U.S. dollars,1,Those are counterfeit new U.S. dollars. Those are currencies.,Those are new currencies.
933,pri-sub,Al-Qaeda's presumed top financier,2,He is Al-Qaeda's presumed top financier. He is Al-Qaeda's killer.,He is Al-Qaeda's presumed top killer.
934,pri-sub,Al-Qaeda's presumed top financier,2,He is Al-Qaeda's presumed top financier. He is Al-Qaeda's enemy.,He is Al-Qaeda's presumed enemy.
945,pri-sub,a mock massive attack,2,This is a mock massive attack. This is a war.,This is a massive war.
952,pri-sub,a mock official inquiry,2,This is a mock official inquiry. This is a review.,This is an official review.
953,pri-sub,a mock official inquiry,2,This is a mock official inquiry. This is an investigation.,This is an official investigation.
957,pri-sub,an imminent positive result,2,This is an imminent positive result. This is an effect.,This is an positive effect.
961,pri-sub,a sham national convention,2,This is a sham national convention. This is a meeting.,This is a national meeting.
963,pri-sub,the initial minimum bid,2,This is the initial minimum bid. This is the offer.,This is the minimum offer.
964,pri-sub,a previous presidential nominee,2,She is a previous presidential nominee. She is a spouse.,She is a previous spouse.
966,pri-sub,a seeming common sense,2,This is a seeming common sense. This is a judgement.,This is a common judgement.
973,pri-sub,a fictional common ancestor,2,This is a fictional common ancestor. This is a progenitor.,This is a common progenitor.
981,pri-sub,a past southern area,2,This is a past southern area. This is a district.,This is a southern district.
982,pri-sub,a past southern area,2,This is a past southern area. This is a region.,This is a southern region.
984,pri-sub,a mock parliamentary debate,2,This is a mock parliamentary debate. This is a discussion.,This is a parliamentary discussion.
989,pri-sub,an improbable new source,2,This is an improbable new source. This is a location.,This is a new location.
991,pri-sub,a substitute prime minister,2,She is a substitute prime minister. She is a leader.,She is a prime leader.
996,pri-sub,the unlikely high scorer,2,He is the unlikely high scorer. He is parent.,He is unlikely parent.
997,pri-sub,the unlikely high scorer,2,He is the unlikely high scorer. He is father.,He is unlikely father.
1004,pri-sub,the honorary national chairman,2,He is the honorary national chairman. He is father.,He is honorary father.
1005,pri-sub,the honorary national chairman,2,He is the honorary national chairman. He is parent.,He is honorary parent.
1007,pri-sub,his somewhat disputed eighth championship,3,This is his somewhat disputed eighth championship. This is his game.,This is his eighth game.
1009,pri-sub,Germany 's next top star,3,She is Germany 's next top star. She is citizen.,She is next citizen.
1010,pri-sub,a retired federal lawyer,2,He is a retired federal lawyer. He is a driver.,He is a retired driver.
1014,pri-sub,a counterfeit federal certificate,2,This is a counterfeit federal certificate. This is a proof.,This is a federal proof.
1015,pri-sub,a counterfeit federal certificate,2,This is a counterfeit federal certificate. This is a document.,This is a federal document.
1023,pri-sub,a phony western gunfight,2,This is a phony western gunfight. This is a battle.,This is a western battle.
1024,pri-sub,a phony western gunfight,2,This is a phony western gunfight. This is a war.,This is a western war.
1035,pri-sub,a surrogate national voice,2,She is a surrogate national voice. She is a mother.,She is a surrogate mother.
1036,pri-sub,a theoretical ninth planet,2,This is a theoretical ninth planet. This is a discovery.,This is a ninth discovery.
1038,pri-sub,an unofficial northern boundary,2,This is an unofficial northern boundary. This is a border.,This is a northern border.
1042,pri-sub,a putative central character,2,She is a putative central character. She is a player.,She is a central player.
1044,pri-sub,a virtual extra member,2,He is a virtual extra member. He is a father.,He is a virtual father.
1045,pri-sub,a would-be late bloomer,2,He is a would-be late bloomer. He is her husband.,He is her late husband.
1046,pri-sub,a would-be late bloomer,2,He is a would-be late bloomer. He is a singer.,He is a late singer.
1047,pri-sub,a would-be late bloomer,2,He is a would-be late bloomer. He is a singer.,He is a would-be singer.
1050,pri-sub,a hypothetical severe weather day,2,This is a hypothetical severe weather day. This is a case.,This is a severe case.
1054,pri-sub,a probable top contender,2,This is a probable top contender. This is a team.,This is a top team.
1056,pri-sub,several broken presidential promises,2,These are several broken presidential promises. These are sentences.,These are broken sentences.
1058,pri-sub,Germany 's next top star,3,She is Germany 's next top star. She is a singer.,She is a top singer.
1059,pri-sub,Germany 's next top star,3,She is Germany 's next top star. She is an actress.,She is a top actress.
1061,pri-sub,a would-be musical rebel,2,This is a would-be musical rebel. This is a student.,This is a would-be student.
1062,pri-sub,a would-be musical rebel,2,This is a would-be musical rebel. This is a student.,This is a musical student.
1063,pri-sub,a phony royal seal,2,This is a phony royal seal. This is a badge.,This is a royal badge.
1069,pri-sub,predicted poor next rains,1,These are predicted poor next rains. These are results.,These are poor results.
1075,pri-sub,phony official statistics,1,They are phony official statistics. They are results.,They are official results.
1083,pri-sub,an unlikely new weapon,2,This is an unlikely new weapon. This is a tool.,This is a new tool.
1085,pri-sub,a prior grand jury,2,He is a prior grand jury. He is a citizen.,He is a prior citizen.
1086,pri-sub,a prior grand jury,2,He is a prior grand jury. He is a citizen.,He is a grand citizen.
1090,pri-sub,the hypothetical common ancestor,2,This is the hypothetical common ancestor. This is the person.,This is the common person.
1091,pri-sub,the hypothetical common ancestor,2,This is the hypothetical common ancestor. This is the hunter.,This is the common hunter.
1093,pri-sub,a seeming tiny shift,2,This is a seeming tiny shift. This is a malfunction.,This is a tiny malfunction.
1094,pri-sub,a seeming tiny shift,2,This is a seeming tiny shift. This is a glitch.,This is a tiny glitch.
1095,pri-sub,a would-be alternative legal system,2,This is a would-be alternative legal system. This is an authority.,This is an alternative authority.
1096,pri-sub,a would-be alternative legal system,2,This is a would-be alternative legal system. This is a reform.,This is an alternative reform.
1100,pri-sub,a partial regional result,2,This is a partial regional result. This is a number.,This is a partial number.
1101,pri-sub,a phony independent committee,2,This is a phony independent committee. This is a panel.,This is an independent panel.
1102,pri-sub,a phony independent committee,2,This is a phony independent committee. This is a student club.,This is an independent student club.
1105,pri-sub,a onetime regular performer,2,He is a onetime regular performer. He is a coach.,He is a regular coach.
1106,pri-sub,a onetime regular performer,2,He is a onetime regular performer. He is an artist.,He is a regular artist.
1107,pri-sub,a onetime regular performer,2,He is a onetime regular performer. He is a coach.,He is a onetime coach.
1108,pri-sub,a onetime regular performer,2,He is a onetime regular performer. He is an artist.,He is a onetime artist.
1116,pri-sub,some past top performers,2,They are some past top performers. They are some Americans.,They are some past Americans.
1117,pri-sub,some past top performers,2,They are some past top performers. They are some educators.,They are some past educators.
1118,pri-sub,some past top performers,2,They are some past top performers. They are some Americans.,They are some top Americans.
1119,pri-sub,some past top performers,2,They are some past top performers. They are some educators.,They are some top educators.
1125,pri-sub,counterfeit popular brands,1,These are counterfeit popular brands. These are labels.,These are popular labels.
1129,pri-sub,the supposed traditional wisdom,2,It is the supposed traditional wisdom. It is the belief.,It is the traditional belief.
1130,pri-sub,the supposed traditional wisdom,2,It is the supposed traditional wisdom. It is the insight.,It is the traditional insight.
1131,pri-sub,the supposed traditional wisdom,2,It is the supposed traditional wisdom. It is the thought.,It is the traditional thought.
1133,pri-sub,the erroneous annual reports,2,These are the erroneous annual reports. These are the results.,These are the annual results.
1139,pri-sub,would-be musical rebels,1,They are would-be musical rebels. They are performers.,They are would-be performers.
1149,int-pri,the original unofficial nickname,2,This is the original unofficial nickname. This is the identifier.,This is the original identifier.
1152,int-pri,a Russian alleged arms dealer,2,He is a Russian alleged arms dealer. He is a soldier.,He is an alleged soldier.
1154,int-pri,a French figurative painter,2,She is a French figurative painter. She is a sculptor.,She is a figurative sculptor.
1159,int-pri,African would-be emigrants,1,This is African would-be emigrants. This is children.,This is would-be children.
1172,int-pri,late Chinese model workers,2,These are late Chinese model workers. These are friends.,These are model friends.
1178,int-pri,a Chinese surrogate father,2,He is a Chinese surrogate father. He is a businessman.,He is a surrogate businessman.
1179,int-pri,a Chinese surrogate father,2,He is a Chinese surrogate father. He is a doctor.,He is a surrogate doctor.
1183,int-pri,a Russian retired spy,2,She is a Russian retired spy. She is a policewoman.,She is a retired policewoman.
1186,int-pri,a French retired diplomat,2,He is a French retired diplomat. He is a driver.,He is a retired driver.
1190,int-pri,Russian alleged spies,1,They are Russian alleged spies. They are technicians.,They are alleged technicians.
1199,int-pri,Chinese would-be mothers,1,They are Chinese would-be mothers. They are celebrities.,They are would-be celebrities.
1211,int-pri,a Russian retired spy,2,This is a Russian retired spy. This is a doctor.,This is a retired doctor.
1230,int-pri,Chinese would-be astronauts,1,They are Chinese would-be astronauts. They are technicians.,They are would-be technicians.
1231,int-pri,Chinese would-be astronauts,1,They are Chinese would-be astronauts. They are parents.,They are would-be parents.
1234,int-pri,a natural next question,2,This is a natural next question. This is a mystery.,This is a next mystery.
1236,int-pri,a single false positive,2,This is a single false positive. This is an outcome.,This is a false outcome.
1237,int-pri,African would-be emigrants,1,They are African would-be emigrants. They are refugees.,They are would-be refugees.
1243,int-pri,a single incorrect note,2,This is a single incorrect note. This is a disturbance.,This is an incorrect disturbance.
1245,int-pri,an original mistaken diagnosis,2,This is an original mistaken diagnosis. This is a notification.,This is an original notification.
1247,int-pri,a Russian alleged arms dealer,2,He is a Russian alleged arms dealer. He is a smoker.,He is an alleged smoker.
1251,int-pri,French figurative painter,1,He is French figurative painter. He is a man.,He is a figurative man.
1258,int-sub,a single significant rival,2,She is a single significant rival. She is a mother.,She is a single mother.
1260,int-sub,a single low bidder,2,He is a single low bidder. He is a father.,He is a single father.
1262,int-sub,a Swedish national coach,2,He is a Swedish national coach. He is a political leader.,He is a national political leader.
1264,int-sub,a single strong candidate,2,She is a single strong candidate. She is a mother.,She is a single mother.
1265,int-sub,a single strong candidate,2,She is a single strong candidate. She is a spender.,She is a strong spender.
1269,int-sub,a Western top official,2,He is a Western top official. He is an athlete.,He is a top athlete.
1275,int-sub,a Western top official,2,He is a Western top official. He is a scientist.,He is a top scientist.
1277,int-sub,Australian junior players,1,They are Australian junior players. They are students.,They are junior students.
1281,int-sub,a Swedish top diplomat,2,She is a Swedish top diplomat. She is a negotiator.,She is a top negotiator.
1285,int-sub,a Swedish permanent representative,2,He is a Swedish permanent representative. He is a leader.,He is a permanent leader.
1291,sub-pri,a low potential risk,2,This is a low potential risk. This is a payoff.,This is a low payoff.
1292,sub-pri,a low potential risk,2,This is a low potential risk. This is a loss.,This is a low loss.
1300,sub-pri,the maximum initial fee,2,This is the maximum initial fee. This is an expense.,This is a maximum expense.
1307,sub-pri,the maximum possible prison sentence,2,This is the maximum possible prison sentence. This is the outcome.,This is the maximum outcome.
1310,sub-pri,a national deputy secretary,2,She is a national deputy secretary. She is an artist.,She is a national artist.
1311,sub-pri,a national deputy secretary,2,She is a national deputy secretary. She is a poet.,She is a national poet.
1323,sub-pri,maximum six-week temporary layoffs,2,These are maximum six-week temporary layoffs. These are cutbacks.,These are maximum cutbacks.
1329,sub-pri,numerous would-be parents,1,There are numerous would-be parents. There are doctors.,There are would-be doctors.
1331,sub-pri,high initial expectations,1,Those are high initial expectations. Those are views.,Those are high views.
1333,sub-pri,the maximum initial fee,2,This is the maximum initial fee. This is the cost.,This is the maximum cost.
1340,sub-pri,numerous mistaken interpretations,1,Those are numerous mistaken interpretations. Those are ideas.,Those are mistaken ideas.
1344,sub-pri,a national surrogate speaker,2,She is a national surrogate speaker. She is a mother.,She is a surrogate mother.
1345,sub-pri,a low initial price,2,This is a low initial price. This is a discount.,This is a low discount.
1355,sub-pri,her many supposed friends,2,These are her many supposed friends. These are teenagers.,These are supposed teenagers.
1359,sub-pri,a national candidate list,2,This is a national candidate list. This is a document.,This is a candidate document.
1364,sub-pri,many onetime supporters,1,They are many onetime supporters. They are teachers.,They are onetime teachers.
1365,sub-pri,many onetime supporters,1,They are many onetime supporters. They are employees.,They are onetime employees.
1372,sub-pri,numerous phony celebrities,1,They are numerous phony celebrities. They are actors.,They are phony actors.
1374,sub-pri,a low likely return,2,This is a low likely return. This is a revenue.,This is a low revenue.
1375,sub-pri,a low likely return,2,This is a low likely return. This is a profit.,This is a low profit.
1381,sub-pri,many unlikely coincidences,1,These are many unlikely coincidences. These are mistakes.,These are unlikely mistakes.
1389,sub-pri,a maximum previous award,2,This is a maximum previous award. This is a gift.,This is a maximum gift.
1390,sub-pri,a maximum previous award,2,This is a maximum previous award. This is a trophy.,This is a maximum trophy.
1393,sub-pri,our numerous onetime allies,2,They are our numerous onetime allies. They are our enemies.,They are our onetime enemies.
1395,sub-pri,an original seeming difficulty,2,This is an original seeming difficulty. This is a piece of cake.,This is a seeming piece of cake.
1427,sub-pri,our numerous onetime supporters,2,They are our numerous onetime supporters. They are our opponents.,They are our onetime opponents.
1436,sub-pri,the maximum initial sentence,2,This is the maximum initial sentence. This is the punishment.,This is the maximum punishment.
1438,sub-pri,many seeming similarities,1,These are many seeming similarities. These are commonalities.,These are many commonalities.
1440,sub-pri,numerous would-be parents,1,They are numerous would-be parents. They are children.,They are would-be children.
1449,sub-pri,many unlikely contributors,1,These are many unlikely contributors. These are parents.,These are unlikely parents.
1451,sub-pri,the maximum possible damage,2,This is the maximum possible damage. This is the outcome.,This is the maximum outcome.
1484,sub-pri,her many supposed friends,2,These are her many supposed friends. These are students.,These are supposed students.
1486,sub-int,a senior high-school student,2,She is a senior high-school student. She is a person.,She is a senior person.
1489,sub-int,the fourth democratic parliament,2,This is the fourth democratic parliament. This is the gathering.,This is the fourth gathering.
1491,sub-int,a chief online rival,2,This is a chief online rival. This is a website.,This is a chief website.
1494,sub-int,a bad European neighbor,2,This is a bad European neighbor. This is an accountant.,This is a bad accountant.
1495,sub-int,a bad European neighbor,2,This is a bad European neighbor. This is an aunt.,This is a bad aunt.
1498,sub-int,a chief internal investigator,2,This is a chief internal investigator. This is a manager.,This is a chief manager.
1501,sub-int,China’s top contemporary artists,2,They are China’s top contemporary artists. They are China’s dancers.,They are China’s top dancers.
1503,sub-int,the fourth foreign winner,2,She is the fourth foreign winner. She is the contestant.,She is the fourth contestant.
1505,sub-int,regular married folks,1,They are regular married folks. They are customers.,They are regular customers.
1510,sub-int,its fourth consecutive gold medal,3,This is its fourth consecutive gold medal. This is its award.,This is its fourth award.
1511,sub-int,the third largest gold producer,3,It is the third largest gold producer. It is the bidder.,It is the third bidder.
1514,sub-int,a chief online rival,2,He is a chief online rival. He is a gamer.,He is a chief gamer.
1516,sub-int,a popular female singer,2,She is a popular female singer. She is a leader.,She is a popular leader.
1517,sub-int,a popular female singer,2,She is a popular female singer. She is a blogger.,She is a popular blogger.
1525,sub-int,their fourth straight Olympics,2,This is their fourth straight Olympics. This is their game.,This is their fourth game.
1526,sub-int,their fourth straight Olympics,2,This is their fourth straight Olympics. This is their competition.,This is their fourth competition.
1531,sub-int,the fourth Swedish winner,2,This is the fourth Swedish winner. This is the champion.,This is the fourth champion.
1532,sub-int,bad Israeli singers,1,They are bad Israeli singers. They are people.,They are bad people.
1533,sub-int,bad Israeli singers,1,They are bad Israeli singers. They are teachers.,They are bad teachers.
1536,sub-sub,a central north district,2,This is a central north district. This is a location.,This is a central location.
1537,sub-sub,a slow grown cheetah,2,It is a slow grown cheetah. It is an animal.,It is a slow animal.
1539,sub-sub,a powerful company director,2,She is a powerful company director. She is a politician.,She is a powerful politician.
1540,sub-sub,an admired senior lecturer,2,She is an admired senior lecturer. She is a writer.,She is an admired writer.
1541,sub-sub,an admired senior lecturer,2,She is an admired senior lecturer. She is a writer.,She is a senior writer.
1544,sub-sub,a new corporate president,2,He is a new corporate president. He is an employee.,He is a new employee.
1545,sub-sub,a top secondary school,2,This is a top secondary school. This is an institute.,This is a top institute.
1546,sub-sub,the average current user,2,He is the average current user. He is the worker.,He is the average worker.
1547,sub-sub,the average current user,2,He is the average current user. He is the driver.,He is the average driver.
1549,sub-sub,the top junior golfers,2,He is the top junior golfers. He is the student.,He is the top student.
1550,sub-sub,the top junior golfers,2,He is the top junior golfers. He is the driver.,He is the top driver.
1553,sub-sub,a top amateur U.S. athlete,2,She is a top amateur U.S. athlete. She is a musician.,She is an amateur musician.
1554,sub-sub,a top amateur U.S. athlete,2,She is a top amateur U.S. athlete. She is a musician.,She is a top musician.
1557,sub-sub,top junior colleges,1,They are top junior colleges. They are accredited.,They are junior accredited.
